ID,Binomial,Species_record_status,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Red_list_category,Year_assessed,Criteria,ED_score,RL_ID,RL_binomial,Fishbase_ID,Fishbase_binomial
3457,Oblada_melanura,Approved,Actinopteri,Perciformes,Sparidae,Oblada,melanura,"",(Linnaeus 1758),Saddled seabream,LC,2009,NULL,NULL,170197,Oblada melanura,850,Oblada melanura
3458,Muraena_helena,Approved,Actinopteri,Anguilliformes,Muraenidae,Muraena,helena,"",Linnaeus 1758,Mediterranean moray,LC,2011,NULL,NULL,194974,Muraena helena,1729,Muraena helena
3459,Mullus_barbatus,Approved,Actinopteri,Perciformes,Mullidae,Mullus,barbatus,"",Linnaeus 1758,Red mullet,LC,2014,NULL,NULL,198673,Mullus barbatus,790,Mullus barbatus barbatus
3460,Sparus_aurata,Approved,Actinopteri,Perciformes,Sparidae,Sparus,aurata,"",Linnaeus 1758,Gilthead seabream,LC,2009,NULL,NULL,170253,Sparus aurata,1164,Sparus aurata
3461,Seriola_dumerili,Approved,Actinopteri,Perciformes,Carangidae,Seriola,dumerili,"",(Risso 1810),Greater amberjack,LC,2013,NULL,NULL,198643,Seriola dumerili,1005,Seriola dumerili
3462,Galeus_melastomus,Approved,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,melastomus,"",Rafinesque 1810,Blackmouth catshark,LC,2003,NULL,19.9618285,161398,Galeus melastomus,807,Galeus melastomus
3463,Raja_asterias,Approved,Elasmobranchii,Rajiformes,Rajidae,Raja,asterias,"",Delaroche 1809,Mediterranean starry ray,NT,2014,NULL,17.0333376,63120,Raja asterias,8924,Raja asterias
3464,Anthias_anthias,Approved,Actinopteri,Perciformes,Serranidae,Anthias,anthias,"",(Linnaeus 1758),Swallowtail seaperch,LC,2013,NULL,NULL,198711,Anthias anthias,1692,Anthias anthias
3465,Diplodus_vulgaris,Approved,Actinopteri,Perciformes,Sparidae,Diplodus,vulgaris,"",(Geoffroy St. Hilaire 1817),Common two-banded seabream,LC,2009,NULL,NULL,170261,Diplodus vulgaris,1754,Diplodus vulgaris
3466,Apogon_imberbis,Approved,Actinopteri,Perciformes,Apogonidae,Apogon,imberbis,"",(Linnaeus 1758),Cardinal fish,LC,2012,NULL,NULL,195886,Apogon imberbis,1693,Apogon imberbis
3467,Sparisoma_cretense,Approved,Actinopteri,Perciformes,Scaridae,Sparisoma,cretense,"",(Linnaeus 1758),Parrotfish,LC,2009,NULL,NULL,190710,Sparisoma cretense,13025,Sparisoma cretense
3468,Scorpaena_maderensis,Approved,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,maderensis,"",Valenciennes 1833,Madeira rockfish,LC,2014,NULL,NULL,198745,Scorpaena maderensis,10185,Scorpaena maderensis
3469,Megaleporinus_obtusidens,Approved,Actinopteri,Characiformes,Anostomidae,Megaleporinus,obtusidens,"",(Valenciennes 1837),No common name,LC,2009,NULL,NULL,167695,Leporinus obtusidens,23445,Megaleporinus obtusidens
3470,Pterodoras_granulosus,Approved,Actinopteri,Siluriformes,Doradidae,Pterodoras,granulosus,"",(Valenciennes 1821),Granulated catfish,NE,NULL,NULL,NULL,NULL,NULL,12109,Pterodoras granulosus
3471,Luciopimelodus_pati,Approved,Actinopteri,Siluriformes,Pimelodidae,Luciopimelodus,pati,"",(Valenciennes 1835),Pati,NE,NULL,NULL,NULL,NULL,NULL,12117,Luciopimelodus pati
3472,Embiotoca_jacksoni,Approved,Actinopteri,Perciformes,Embiotocidae,Embiotoca,jacksoni,"",Agassiz 1853,Black perch,LC,2019,NULL,NULL,141748350,Embiotoca jacksoni,3628,Embiotoca jacksoni
3473,Serrasalmus_spilopleura,Approved,Actinopteri,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,"",Kner 1858,Speckled piranha,NE,NULL,NULL,NULL,NULL,NULL,11973,Serrasalmus spilopleura
3474,Rastrineobola_argentea,Approved,Actinopteri,Cypriniformes,Danionidae,Rastrineobola,argentea,"",(Pellegrin 1904),Silver cyprinid,LC,2016,NULL,NULL,61257,Rastrineobola argentea,281,Rastrineobola argentea
3475,Cheirodon_interruptus,Approved,Actinopteri,Characiformes,Characidae,Cheirodon,interruptus,"",(Jenyns 1842),Uruguay tetra,NE,NULL,NULL,NULL,NULL,NULL,12348,Cheirodon interruptus
3476,Colossoma_macropomum,Approved,Actinopteri,Characiformes,Serrasalmidae,Colossoma,macropomum,"",(Cuvier 1816),Cachama,NE,NULL,NULL,NULL,NULL,NULL,263,Colossoma macropomum
3477,Arapaima_gigas,Approved,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,gigas,"",(Schinz 1822),Arapaima,DD,1996,NULL,NULL,1991,Arapaima gigas,2076,Arapaima gigas
3478,Cynoscion_othonopterus,Approved,Actinopteri,Perciformes,Sciaenidae,Cynoscion,othonopterus,"",Jordan & Gilbert 1882,Gulf weakfish,VU,2007,D2,NULL,183682,Cynoscion othonopterus,14026,Cynoscion othonopterus
3479,Brycon_hilarii,Approved,Actinopteri,Characiformes,Bryconidae,Brycon,hilarii,"",(Valenciennes 1850),Piraputanga,NE,NULL,NULL,NULL,NULL,NULL,52994,Brycon hilarii
3480,Serrasalmus_maculatus,Approved,Actinopteri,Characiformes,Serrasalmidae,Serrasalmus,maculatus,"",Kner 1858,No common name,NE,NULL,NULL,NULL,NULL,NULL,58140,Serrasalmus maculatus
3481,Hemiodus_orthonops,Approved,Actinopteri,Characiformes,Hemiodontidae,Hemiodus,orthonops,"",Eigenmann & Kennedy 1903,No common name,NE,NULL,NULL,NULL,NULL,NULL,55704,Hemiodus orthonops
3482,Brycon_nattereri,Approved,Actinopteri,Characiformes,Bryconidae,Brycon,nattereri,"",Günther 1864,No common name,NE,NULL,NULL,NULL,NULL,NULL,48572,Brycon nattereri
3483,Neetroplus_nematopus,Approved,Actinopteri,Cichliformes,Cichlidae,Neetroplus,nematopus,"",Günther 1867,Poor man's tropheus,NE,NULL,NULL,NULL,NULL,NULL,26816,Hypsophrys nematopus
3484,Amatitlania_siquia,Approved,Actinopteri,Cichliformes,Cichlidae,Amatitlania,siquia,"",Schmitter-Soto 2007,No common name,NE,NULL,NULL,NULL,NULL,NULL,63629,Amatitlania siquia
3485,Ctenochaetus_strigosus,Approved,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,strigosus,"",(Bennett 1828),Spotted surgeonfish,LC,2010,NULL,NULL,177949,Ctenochaetus strigosus,6015,Ctenochaetus strigosus
3486,Hyphessobrycon_eques,Approved,Actinopteri,Characiformes,Characidae,Hyphessobrycon,eques,"",(Steindachner 1882),Jewel tetra,NE,NULL,NULL,NULL,NULL,NULL,46294,Hyphessobrycon eques
3487,Apistogramma_trifasciata,Approved,Actinopteri,Cichliformes,Cichlidae,Apistogramma,trifasciata,"",(Eigenmann & Kennedy 1903),No common name,NE,NULL,NULL,NULL,NULL,NULL,46712,Apistogramma trifasciata
3488,Apistogramma_borellii,Approved,Actinopteri,Cichliformes,Cichlidae,Apistogramma,borellii,"",(Regan 1906),Umbrella cichlid,NE,NULL,NULL,NULL,NULL,NULL,11138,Apistogramma borellii
3489,Laetacara_dorsigera,Approved,Actinopteri,Cichliformes,Cichlidae,Laetacara,dorsigera,"",(Heckel 1840),Redbreast acara,NE,NULL,NULL,NULL,NULL,NULL,12264,Laetacara dorsigera
3490,Apistogramma_commbrae,Approved,Actinopteri,Cichliformes,Cichlidae,Apistogramma,commbrae,"",(Regan 1906),Corumba cichlid,NE,NULL,NULL,NULL,NULL,NULL,12283,Apistogramma commbrae
3491,Cichlasoma_dimerus,Approved,Actinopteri,Cichliformes,Cichlidae,Cichlasoma,dimerus,"",(Heckel 1840),No common name,NE,NULL,NULL,NULL,NULL,NULL,46784,Cichlasoma dimerus
3492,Acanthurus_achilles,Approved,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,achilles,"",Shaw 1803,Achilles tang,LC,2010,NULL,NULL,177960,Acanthurus achilles,4306,Acanthurus achilles
3493,Steindachnerina_insculpta,Approved,Actinopteri,Characiformes,Curimatidae,Steindachnerina,insculpta,"",(Fernández-Yépez 1948),No common name,NE,NULL,NULL,NULL,NULL,NULL,52540,Steindachnerina insculpta
3494,Hemigrammus_marginatus,Approved,Actinopteri,Characiformes,Characidae,Hemigrammus,marginatus,"",Ellis 1911,No common name,NE,NULL,NULL,NULL,NULL,NULL,26445,Hemigrammus marginatus
3495,Moenkhausia_sanctaefilomenae,Approved,Actinopteri,Characiformes,Characidae,Moenkhausia,sanctaefilomenae,"",(Steindachner 1907),Redeye tetra,NE,NULL,NULL,NULL,NULL,NULL,10674,Moenkhausia sanctaefilomenae
3496,Serrapinnus_notomelas,Approved,Actinopteri,Characiformes,Characidae,Serrapinnus,notomelas,"",(Eigenmann 1915),No common name,NE,NULL,NULL,NULL,NULL,NULL,53336,Serrapinnus notomelas
3497,Aphyocharax_anisitsi,Approved,Actinopteri,Characiformes,Characidae,Aphyocharax,anisitsi,"",Eigenmann & Kennedy 1903,Bloodfin tetra,NE,NULL,NULL,NULL,NULL,NULL,10618,Aphyocharax anisitsi
3498,Thalassoma_duperrey,Approved,Actinopteri,Perciformes,Labridae,Thalassoma,duperrey,"",(Quoy & Gaimard 1824),Saddle wrasse,LC,2008,NULL,NULL,187711,Thalassoma duperrey,7770,Thalassoma duperrey
3499,Hypophthalmus_edentatus,Approved,Actinopteri,Siluriformes,Pimelodidae,Hypophthalmus,edentatus,"",Spix & Agassiz 1829,Highwaterman catfish,NE,NULL,NULL,NULL,NULL,NULL,4533,Hypophthalmus edentatus
3500,Pimelodus_maculatus,Approved,Actinopteri,Siluriformes,Pimelodidae,Pimelodus,maculatus,"",Lacepède 1803,No common name,NE,NULL,NULL,NULL,NULL,NULL,23451,Pimelodus maculatus
3501,Iheringichthys_labrosus,Approved,Actinopteri,Siluriformes,Pimelodidae,Iheringichthys,labrosus,"",(Lütken 1874),No common name,NE,NULL,NULL,NULL,NULL,NULL,48470,Iheringichthys labrosus
3502,Rhinelepis_aspera,Approved,Actinopteri,Siluriformes,Loricariidae,Rhinelepis,aspera,"",Spix & Agassiz 1829,No common name,NE,NULL,NULL,NULL,NULL,NULL,48588,Rhinelepis aspera
3503,Pinirampus_pirinampu,Approved,Actinopteri,Siluriformes,Pimelodidae,Pinirampus,pirinampu,"",(Spix & Agassiz 1829),Flatwhiskered catfish,NE,NULL,NULL,NULL,NULL,NULL,8688,Pinirampus pirinampu
3504,Zungaro_zungaro,Approved,Actinopteri,Siluriformes,Pimelodidae,Zungaro,zungaro,"",(Humboldt 1821),Gilded catfish,NE,NULL,NULL,NULL,NULL,NULL,47756,Zungaro zungaro
3505,Oreochromis_esculentus,Approved,Actinopteri,Cichliformes,Cichlidae,Oreochromis,esculentus,"",(Graham 1928),Singida tilapia,CR,2006,A2bcde,NULL,15457,Oreochromis esculentus,1431,Oreochromis esculentus
3506,Oreochromis_variabilis,Approved,Actinopteri,Cichliformes,Cichlidae,Oreochromis,variabilis,"",(Boulenger 1906),Victoria tilapia,CR,2006,"B1ab(i,ii,iii,iv,v)",NULL,15458,Oreochromis variabilis,1430,Oreochromis variabilis
3507,Bagrus_docmak,Approved,Actinopteri,Siluriformes,Bagridae,Bagrus,docmak,"",(Forsskål 1775),Semutundu,LC,2016,NULL,NULL,182237,Bagrus docmak,6519,Bagrus docmak
3508,Ambassis_ambassis,Approved,Actinopteri,Perciformes,Ambassidae,Ambassis,ambassis,"",(Lacepède 1802),Commerson's glassy,LC,2017,NULL,NULL,166881,Ambassis ambassis,61467,Ambassis ambassis
3509,Caranx_heberi,Approved,Actinopteri,Perciformes,Carangidae,Caranx,heberi,"",(Bennett 1830),Blacktip trevally,LC,2015,NULL,NULL,20430563,Caranx heberi,1898,Caranx heberi
3510,Hilsa_kelee,Approved,Actinopteri,Clupeiformes,Clupeidae,Hilsa,kelee,"",(Cuvier 1829),Kelee shad,LC,2018,NULL,NULL,172456,Hilsa kelee,1595,Hilsa kelee
3511,Johnius_dussumieri,Approved,Actinopteri,Perciformes,Sciaenidae,Johnius,dussumieri,"",(Cuvier 1830),Sin croaker,NE,NULL,NULL,NULL,NULL,NULL,6530,Johnius dussumieri
3512,Scomberoides_lysan,Approved,Actinopteri,Perciformes,Carangidae,Scomberoides,lysan,"",(Forsskål 1775),Doublespotted queenfish,LC,2015,NULL,NULL,20434766,Scomberoides lysan,1951,Scomberoides lysan
3513,Silhouettea_sibayi,Approved,Actinopteri,Gobiiformes,Gobiidae,Silhouettea,sibayi,"",Farquharson 1970,Barebreast goby,EN,2017,B1ab(iii)+2ab(iii),NULL,20223,Silhouettea sibayi,6348,Silhouettea sibayi
3514,Copadichromis_virginalis,Approved,Actinopteri,Cichliformes,Cichlidae,Copadichromis,virginalis,"",(Iles 1960),Lake Malawi utaka,NT,2018,A2bd,NULL,60879,Copadichromis virginalis,2296,Copadichromis virginalis
3515,Pseudotropheus_livingstonii,Approved,Actinopteri,Cichliformes,Cichlidae,Pseudotropheus,livingstonii,"",(Boulenger 1899),No common name,LC,2018,NULL,NULL,61145,Pseudotropheus livingstonii,2373,Pseudotropheus livingstonii
3516,Ctenopharynx_intermedius,Approved,Actinopteri,Cichliformes,Cichlidae,Ctenopharynx,intermedius,"",(Günther 1864),Blackspot climbing perch,LC,2018,NULL,NULL,60896,Ctenopharynx intermedius,2213,Ctenopharynx intermedius
3517,Placidochromis_longimanus,Approved,Actinopteri,Cichliformes,Cichlidae,Placidochromis,longimanus,"",(Trewavas 1935),No common name,LC,2018,NULL,NULL,60984,Placidochromis longimanus,2144,Placidochromis longimanus
3518,Diplotaxodon_limnothrissa,Approved,Actinopteri,Cichliformes,Cichlidae,Diplotaxodon,limnothrissa,"",Turner 1994,No common name,LC,2018,NULL,NULL,60904,Diplotaxodon limnothrissa,57569,Diplotaxodon limnothrissa
3519,Pseudotropheus_elegans,Approved,Actinopteri,Cichliformes,Cichlidae,Pseudotropheus,elegans,"",Trewavas 1935,No common name,LC,2018,NULL,NULL,61138,Pseudotropheus elegans,2362,Pseudotropheus elegans
3520,Trematocranus_brevirostris,Approved,Actinopteri,Cichliformes,Cichlidae,Trematocranus,brevirostris,"",Trewavas 1935,No common name,LC,2018,NULL,NULL,61059,Trematocranus brevirostris,2178,Aulonocara brevirostre
3521,Enteromius_trimaculatus,Approved,Actinopteri,Cypriniformes,Cyprinidae,Enteromius,trimaculatus,"",(Peters 1852),Threespot barb,LC,2018,NULL,NULL,182167,Enteromius trimaculatus,5417,Enteromius trimaculatus
3522,Enteromius_paludinosus,Approved,Actinopteri,Cypriniformes,Cyprinidae,Enteromius,paludinosus,"",(Peters 1852),Straightfin barb,LC,2018,NULL,NULL,60376,Enteromius paludinosus,7571,Enteromius paludinosus
3523,Canthigaster_jactator,Approved,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,jactator,"",(Jenkins 1901),Hawaiian whitespotted toby,LC,2011,NULL,NULL,193663,Canthigaster jactator,7844,Canthigaster jactator
3524,Diodon_holocanthus,Approved,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,holocanthus,"",Linnaeus 1758,Longspined porcupinefish,LC,2011,NULL,NULL,193817,Diodon holocanthus,4659,Diodon holocanthus
3525,Arothron_hispidus,Approved,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,hispidus,"",(Linnaeus 1758),White-spotted puffer,LC,2011,NULL,NULL,193699,Arothron hispidus,5425,Arothron hispidus
3526,Rhamphochromis_longiceps,Approved,Actinopteri,Cichliformes,Cichlidae,Rhamphochromis,longiceps,"",(Günther 1864),Tigerfish,VU,2018,A2d,NULL,117850029,Rhamphochromis longiceps,2297,Rhamphochromis longiceps
3527,Copadichromis_quadrimaculatus,Approved,Actinopteri,Cichliformes,Cichlidae,Copadichromis,quadrimaculatus,"",(Regan 1922),No common name,LC,2018,NULL,NULL,60874,Copadichromis quadrimaculatus,2286,Copadichromis quadrimaculatus
3528,Ctenochaetus_hawaiiensis,Approved,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,hawaiiensis,"",Randall 1955,Chevron tang,LC,2010,NULL,NULL,178014,Ctenochaetus hawaiiensis,6013,Ctenochaetus hawaiiensis
3529,Labeobarbus_beso,Approved,Actinopteri,Cypriniformes,Cyprinidae,Labeobarbus,beso,"",(Rüppell 1835),African scraping feeder,LC,2010,NULL,NULL,181912,Varicorhinus beso,11627,Labeobarbus beso
3530,Calcarius_pictus,Approved,Aves,Passeriformes,Calcariidae,Calcarius,pictus,"","(Swainson, 1832)",Smith's longspur,LC,2016,NULL,10.5333300,22721037,Calcarius pictus,NULL,NULL
3531,Falco_vespertinus,Approved,Aves,Falconiformes,Falconidae,Falco,vespertinus,"","Linnaeus, 1766",Red-footed falcon,NT,2018,A2bc+3bc+4bc,6.4947470,22696432,Falco vespertinus,NULL,NULL
3532,Oligolepis_acutipennis,Approved,Actinopteri,Gobiiformes,Gobiidae,Oligolepis,acutipennis,"",(Valenciennes 1837),Sharptail goby,DD,2016,NULL,NULL,61213,Oligolepis acutipennis,5125,Oligolepis acutipennis
3533,Ambassis_gymnocephalus,Approved,Actinopteri,Perciformes,Ambassidae,Ambassis,gymnocephalus,"",(Lacepède 1802),Bald glassy,LC,2010,NULL,NULL,172321,Ambassis gymnocephalus,4806,Ambassis gymnocephalus
3534,Caranx_ignobilis,Approved,Actinopteri,Perciformes,Carangidae,Caranx,ignobilis,"",(Forsskål 1775),Giant trevally,LC,2015,NULL,NULL,20430651,Caranx ignobilis,1895,Caranx ignobilis
3535,Enteromius_afrohamiltoni,Approved,Actinopteri,Cypriniformes,Cyprinidae,Enteromius,afrohamiltoni,"",(Crass 1960),Hamilton's barb,LC,2009,NULL,NULL,63401,Enteromius afrohamiltoni,11276,Enteromius afrohamiltoni
3536,Poecilia_reticulata,Approved,Actinopteri,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,"",Peters 1859,Guppy,NE,NULL,NULL,NULL,NULL,NULL,3228,Poecilia reticulata
3537,Awaous_aeneofuscus,Approved,Actinopteri,Gobiiformes,Gobiidae,Awaous,aeneofuscus,"",(Peters 1852),Freshwater goby,LC,2016,NULL,NULL,183160,Awaous aeneofuscus,9935,Awaous aeneofuscus
3538,Pseudocrenilabrus_philander,Approved,Actinopteri,Cichliformes,Cichlidae,Pseudocrenilabrus,philander,"",(Weber 1897),Southern mouthbrooder,LC,2018,NULL,NULL,182803,Pseudocrenilabrus philander,6891,Pseudocrenilabrus philander
3539,Epiplatys_spilargyreius,Approved,Actinopteri,Cyprinodontiformes,Nothobranchiidae,Epiplatys,spilargyreius,"",(Duméril 1861),No common name,LC,2009,NULL,NULL,182262,Epiplatys spilargyreius,2479,Epiplatys spilargyreius
3540,Epiplatys_bifasciatus,Approved,Actinopteri,Cyprinodontiformes,Nothobranchiidae,Epiplatys,bifasciatus,"",(Steindachner 1881),No common name,LC,2009,NULL,NULL,169420,Epiplatys bifasciatus,2474,Epiplatys bifasciatus
3541,Sedercypris_erubescens,Approved,Actinopteri,Cypriniformes,Cyprinidae,Sedercypris,erubescens,"",(Skelton 1974),Twee redfin,CR,2017,"B1ab(i,ii,iii,v)",NULL,2564,Pseudobarbus erubescens,6092,Pseudobarbus erubescens
3542,Galaxias_zebratus,Approved,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,zebratus,"",(Castelnau 1861),Cape galaxias,DD,2007,NULL,NULL,8816,Galaxias zebratus,11050,Galaxias zebratus
3543,Hippocampus_capensis,Approved,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,capensis,"",Boulenger 1900,Knysna seahorse,EN,2017,"B1ab(iii,v)+2ab(iii,v)",NULL,10056,Hippocampus capensis,6303,Hippocampus capensis
3545,Toropuku_stephensi,Approved,Reptilia,Squamata,Diplodactylidae,Toropuku,stephensi,"","(Robb, 1980)",Stephen's Island gecko,VU,1996,D2,17.6391164,10253,Toropuku stephensi,NULL,NULL
3546,Naultinus_manukanus,Approved,Reptilia,Squamata,Diplodactylidae,Naultinus,manukanus,"","(McCann, 1955)",Marlborough green gecko,DD,2009,NULL,10.9283203,177827,Naultinus manukanus,NULL,NULL
3547,Aspidoscelis_tigris,Approved,Reptilia,Squamata,Teiidae,Aspidoscelis,tigris,"","(Baird & Girard, 1852)",Tiger whiptail / Western whiptail,LC,2007,NULL,11.1100860,64290,Aspidoscelis tigris,NULL,NULL
3548,Sceloporus_magister,Approved,Reptilia,Squamata,Phrynosomatidae,Sceloporus,magister,"","Hallowell, 1854",Desert spiny lizard,LC,2007,NULL,14.4952428,64123,Sceloporus magister,NULL,NULL
3549,Urosaurus_graciosus,Approved,Reptilia,Squamata,Phrynosomatidae,Urosaurus,graciosus,"","Hallowell, 1854",Long-tailed brush lizard,LC,2007,NULL,14.3876840,64171,Urosaurus graciosus,NULL,NULL
3550,Lacerta_agilis,Approved,Reptilia,Squamata,Lacertidae,Lacerta,agilis,"","Linnaeus, 1758",Sand lizard,LC,2009,NULL,16.9633081,157288,Lacerta agilis,NULL,NULL
3551,Lacerta_bilineata,Approved,Reptilia,Squamata,Lacertidae,Lacerta,bilineata,"","Daudin, 1802",Western green lizard,LC,2008,NULL,15.8194248,61519,Lacerta bilineata,NULL,NULL
3552,Podarcis_muralis,Approved,Reptilia,Squamata,Lacertidae,Podarcis,muralis,"","(Laurenti, 1768)",Common wall lizard,LC,2008,NULL,14.3436636,61550,Podarcis muralis,NULL,NULL
3553,Zootoca_vivipara,Approved,Reptilia,Squamata,Lacertidae,Zootoca,vivipara,"","(Lichtenstein, 1823)",Common lizard / Viviparous lizard,LC,2009,NULL,25.2898935,61741,Zootoca vivipara,NULL,NULL
3554,Meroles_anchietae,Approved,Reptilia,Squamata,Lacertidae,Meroles,anchietae,"","(Bocage, 1867)",Anchieta’s dune / Shovel-snouted lizard,NE,NULL,NULL,25.9367574,NULL,NULL,NULL,NULL
3555,Uma_inornata,Approved,Reptilia,Squamata,Phrynosomatidae,Uma,inornata,"","Cope, 1895",Coachella Valley fringe-toed lizard,EN,2007,B1ab(iii)+2ab(iii),9.9265017,22727,Uma inornata,NULL,NULL
3556,Anolis_apletophallus,Approved,Reptilia,Squamata,Dactyloidae,Anolis,apletophallus,"","Köhler & Sunyer, 2008",No common name,NE,NULL,NULL,12.7171977,NULL,NULL,NULL,NULL
3557,Acanthophis_praelongus,Approved,Reptilia,Squamata,Elapidae,Acanthophis,praelongus,"","Ramsay, 1877",Northern death adder,NE,NULL,NULL,5.4916343,NULL,NULL,NULL,NULL
3558,Pseudechis_australis,Approved,Reptilia,Squamata,Elapidae,Pseudechis,australis,"","(Gray, 1842)",King brown / Mulga snake,LC,2017,NULL,8.3323162,42493195,Pseudechis australis,NULL,NULL
3559,Pseudonaja_nuchalis,Approved,Reptilia,Squamata,Elapidae,Pseudonaja,nuchalis,"","Günther, 1858",Gwardar / Western brown snake,DD,2017,NULL,7.5329098,42495943,Pseudonaja nuchalis,NULL,NULL
3560,Cryptophis_pallidiceps,Approved,Reptilia,Squamata,Elapidae,Cryptophis,pallidiceps,"","(Günther, 1858)",Western Carpentaria snake / Northern small-eyed snake,LC,2017,NULL,7.7647616,178747,Cryptophis pallidiceps,NULL,NULL
3561,Furina_ornata,Approved,Reptilia,Squamata,Elapidae,Furina,ornata,"","(Gray, 1842)",Orange-naped snake,NE,NULL,NULL,7.8412903,NULL,NULL,NULL,NULL
3562,Boiga_irregularis,Approved,Reptilia,Squamata,Colubridae,Boiga,irregularis,"","(Bechstein, 1802)",Brown catsnake / Brown tree snake,NE,NULL,NULL,7.3103262,NULL,NULL,NULL,NULL
3563,Stegonotus_cucullatus,Approved,Reptilia,Squamata,Colubridae,Stegonotus,cucullatus,"","(Dumeril, Bibron & Dumeril, 1854)",Slatey-grey snake,LC,2017,"",6.4238674,42492463,Stegonotus cucullatus,NULL,NULL
3564,Tropidonophis_mairii,Approved,Reptilia,Squamata,Colubridae,Tropidonophis,mairii,"","(Gray, 1841)",Common keelback / Mair’s keelback,LC,2014,NULL,9.4887695,177521,Tropidonophis mairii,NULL,NULL
3565,Antaresia_childreni,Approved,Reptilia,Squamata,Pythonidae,Antaresia,childreni,"","(Gray, 1842)",Children's python,LC,2017,NULL,7.4366363,13300639,Antaresia childreni,NULL,NULL
3566,Liasis_fuscus,Approved,Reptilia,Squamata,Pythonidae,Liasis,fuscus,"","Peters, 1873",Brown water python,LC,2009,NULL,7.0153699,177518,Liasis fuscus,NULL,NULL
3567,Morelia_spilota,Approved,Reptilia,Squamata,Pythonidae,Morelia,spilota,"","(Lacépède, 1804)",Carpet python,LC,2017,NULL,7.2412825,62232,Morelia spilota,NULL,NULL
3568,Lialis_burtonis,Approved,Reptilia,Squamata,Pygopodidae,Lialis,burtonis,"","Gray, 1835",Burton's snake-lizard / Burton's legless lizard,LC,2014,NULL,13.7781195,42483075,Lialis burtonis,NULL,NULL
3569,Bothrops_insularis,Approved,Reptilia,Squamata,Viperidae,Bothrops,insularis,"","(Amaral, 1921)",Golden lancehead,CR,2004,B1ab(iii)+2ab(iii),4.9751561,2917,Bothrops insularis,NULL,NULL
3570,Malpolon_monspessulanus,Approved,Reptilia,Squamata,Psammophiidae,Malpolon,monspessulanus,"","(Hermann, 1804)",Montpellier snake,LC,2008,NULL,12.2128107,157262,Malpolon monspessulanus,NULL,NULL
3571,Podarcis_filfolensis,Approved,Reptilia,Squamata,Lacertidae,Podarcis,filfolensis,kieselbachi,"(Bedriaga, 1876)",Filfola wall lizard / Maltese wall lizard,LC,2008,NULL,17.1272345,17793,Podarcis filfolensis,NULL,NULL
3572,Varanus_komodoensis,Approved,Reptilia,Squamata,Varanidae,Varanus,komodoensis,"","Ouwens, 1912",Komodo dragon,VU,1996,B1+2cde,8.7698484,22884,Varanus komodoensis,NULL,NULL
3573,Phrynosoma_mcallii,Approved,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,mcallii,"","(Hallowell, 1852)",Flat-tail horned lizard,NT,2007,NULL,11.8044642,64077,Phrynosoma mcallii,NULL,NULL
3574,Dipsosaurus_dorsalis,Approved,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,"","(Baird & Girard, 1852)",Common desert iguana,LC,2007,NULL,28.9727935,64053,Dipsosaurus dorsalis,NULL,NULL
3575,Callisaurus_draconoides,Approved,Reptilia,Squamata,Phrynosomatidae,Callisaurus,draconoides,"","Blainville, 1835",Zebra-tailed lizard,LC,2007,NULL,16.5599768,64061,Callisaurus draconoides,NULL,NULL
3576,Crotalus_cerastes,Approved,Reptilia,Squamata,Viperidae,Crotalus,cerastes,"","Hallowell, 1854",Sidewinder,LC,2007,NULL,10.2399593,64315,Crotalus cerastes,NULL,NULL
3577,Sonora_occipitalis,Approved,Reptilia,Squamata,Colubridae,Sonora,occipitalis,"","(Hallowell, 1854)",Western shovel-nosed snake,LC,2007,NULL,6.3859061,63745,Chionactis occipitalis,NULL,NULL
3578,Trachemys_scripta,Approved,Reptilia,Testudines,Emydidae,Trachemys,scripta,elegans,Schoepff 1792,Common slider,LC,2010,NULL,11.2439085,22028,Trachemys scripta,NULL,NULL
3579,Apalone_spinifera,Approved,Reptilia,Testudines,Trionychidae,Apalone,spinifera,emoryi,LeSueur 1827,Spiny softshell turtle,LC,2010,NULL,51.8283187,163451,Apalone spinifera,NULL,NULL
3580,Ocadia_sinensis,Approved,Reptilia,Testudines,Geoemydidae,Ocadia,sinensis,"",Gray 1834,Chinese striped-necked turtle / Common thread turtle,EN,2000,A1cd,18.2794258,15026,Mauremys sinensis,NULL,NULL
3581,Mauremys_mutica,Approved,Reptilia,Testudines,Geoemydidae,Mauremys,mutica,"",Cantor 1842,Yellow pond turtle,EN,2000,A1cd+2cd,18.8128980,39613,Mauremys mutica,NULL,NULL
