ID,Binomial,Species_record_status,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Red_list_category,Year_assessed,Criteria,ED_score,RL_ID,RL_binomial,Fishbase_ID,Fishbase_binomial
972,Hylocichla_mustelina,Approved,Aves,Passeriformes,Turdidae,Hylocichla,mustelina,"","(Gmelin, 1789)",Wood thrush,NT,2016,A2a,8.7596680,22708670,Hylocichla mustelina,NULL,NULL
973,Turdus_migratorius,Approved,Aves,Passeriformes,Turdidae,Turdus,migratorius,"","Linnaeus, 1766",American robin,LC,2016,NULL,3.4083300,103889499,Turdus migratorius,NULL,NULL
974,Ixoreus_naevius,Approved,Aves,Passeriformes,Turdidae,Ixoreus,naevius,NULL,"(Gmelin, 1789)",Varied thrush,LC,2016,NULL,6.6862890,22708385,Ixoreus naevius,NULL,NULL
975,Chamaea_fasciata,Approved,Aves,Passeriformes,Sylviidae,Chamaea,fasciata,NULL,"(Gambel, 1845)",Wrentit,LC,2016,NULL,5.7030130,22716861,Chamaea fasciata,NULL,NULL
976,Dumetella_carolinensis,Approved,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,NULL,"(Linnaeus, 1766)",Grey catbird,LC,2016,NULL,6.7636940,22711013,Dumetella carolinensis,NULL,NULL
977,Mimus_polyglottos,Approved,Aves,Passeriformes,Mimidae,Mimus,polyglottos,NULL,"(Linnaeus, 1758)",Northern mockingbird,LC,2016,NULL,3.4853950,22711026,Mimus polyglottos,NULL,NULL
978,Oreoscoptes_montanus,Approved,Aves,Passeriformes,Mimidae,Oreoscoptes,montanus,NULL,"(Townsend, 1837)",Sage thrasher,LC,2016,NULL,7.8923310,22711096,Oreoscoptes montanus,NULL,NULL
979,Toxostoma_rufum,Approved,Aves,Passeriformes,Mimidae,Toxostoma,rufum,NULL,"(Linnaeus, 1758)",Brown thrasher,LC,2016,NULL,6.0312160,22711099,Toxostoma rufum,NULL,NULL
980,Toxostoma_longirostre,Approved,Aves,Passeriformes,Mimidae,Toxostoma,longirostre,NULL,"(Lafresnaye, 1838)",Long-billed thrasher,LC,2016,NULL,5.9061200,22711102,Toxostoma longirostre,NULL,NULL
981,Toxostoma_bendirei,Approved,Aves,Passeriformes,Mimidae,Toxostoma,bendirei,NULL,"(Coues, 1873)",Bendire's thrasher,VU,2016,A2ce+3ce+4ce,5.5158570,22711108,Toxostoma bendirei,NULL,NULL
982,Toxostoma_curvirostre,Approved,Aves,Passeriformes,Mimidae,Toxostoma,curvirostre,NULL,"(Swainson, 1827)",Curve-billed thrasher,LC,2018,NULL,7.0219430,22711115,Toxostoma curvirostre,NULL,NULL
983,Toxostoma_redivivum,Approved,Aves,Passeriformes,Mimidae,Toxostoma,redivivum,NULL,"(Gambel, 1845)",California thrasher,LC,2016,NULL,6.6944830,22711124,Toxostoma redivivum,NULL,NULL
984,Toxostoma_crissale,Approved,Aves,Passeriformes,Mimidae,Toxostoma,crissale,NULL,"Henry, 1858",Crissal thrasher,LC,2016,NULL,6.4516090,22711127,Toxostoma crissale,NULL,NULL
985,Toxostoma_lecontei,Approved,Aves,Passeriformes,Mimidae,Toxostoma,lecontei,NULL,"Lawrence, 1851",Le Conte's thrasher,LC,2018,NULL,6.4799980,22711121,Toxostoma lecontei,NULL,NULL
986,Anthus_spragueii,Approved,Aves,Passeriformes,Motacillidae,Anthus,spragueii,NULL,"(Audubon, 1844)",Sprague's pipit,VU,2018,A2bce+3bce+4bce,6.1376360,22718591,Anthus spragueii,NULL,NULL
987,Bombycilla_cedrorum,Approved,Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,NULL,"Vieillot, 1808",Cedar waxwing,LC,2016,NULL,17.7724300,22708153,Bombycilla cedrorum,NULL,NULL
988,Phainopepla_nitens,Approved,Aves,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,NULL,"(Swainson, 1838)",Phainopepla,LC,2016,NULL,24.8873500,22708139,Phainopepla nitens,NULL,NULL
989,Vermivora_cyanoptera,Approved,Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,NULL,"(Linnaeus, 1766)",Blue-winged warbler,LC,2018,NULL,3.9295620,22721610,Vermivora cyanoptera,NULL,NULL
990,Vermivora_chrysoptera,Approved,Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,NULL,"(Linnaeus, 1766)",Golden-winged warbler,NT,2018,A2bc+3bc+4bc,4.0424500,22721618,Vermivora chrysoptera,NULL,NULL
991,Leiothlypis_peregrina,Approved,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,NULL,"(Wilson, 1811)",Tennessee warbler,LC,2016,NULL,4.1529710,22721621,Leiothlypis peregrina,NULL,NULL
992,Leiothlypis_celata,Approved,Aves,Passeriformes,Parulidae,Leiothlypis,celata,NULL,"(Say, 1823)",Orange-crowned warbler,LC,2016,NULL,4.1529710,22721624,Leiothlypis celata,NULL,NULL
993,Leiothlypis_ruficapilla,Approved,Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,NULL,"(Wilson, 1811)",Nashville warbler,LC,2016,NULL,4.1529710,22721627,Leiothlypis ruficapilla,NULL,NULL
994,Leiothlypis_virginiae,Approved,Aves,Passeriformes,Parulidae,Leiothlypis,virginiae,NULL,"(Baird, 1860)",Virginia's warbler,LC,2016,NULL,4.1529710,22721630,Leiothlypis virginiae,NULL,NULL
995,Leiothlypis_luciae,Approved,Aves,Passeriformes,Parulidae,Leiothlypis,luciae,NULL,"(Cooper, 1861)",Lucy's warbler,LC,2016,NULL,4.1529710,22721636,Leiothlypis luciae,NULL,NULL
996,Setophaga_americana,Approved,Aves,Passeriformes,Parulidae,Setophaga,americana,NULL,"(Linnaeus, 1758)",Northern parula,LC,2018,NULL,2.3378210,22721639,Setophaga americana,NULL,NULL
997,Setophaga_petechia,Approved,Aves,Passeriformes,Parulidae,Setophaga,petechia,NULL,"(Linnaeus, 1766)",American yellow warbler,LC,2016,NULL,2.3378210,22721657,Setophaga petechia,NULL,NULL
998,Setophaga_pensylvanica,Approved,Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,NULL,"(Linnaeus, 1766)",Chestnut-sided warbler,LC,2016,NULL,2.3378210,22721664,Setophaga pensylvanica,NULL,NULL
999,Setophaga_magnolia,Approved,Aves,Passeriformes,Parulidae,Setophaga,magnolia,NULL,"(Wilson, 1811)",Magnolia warbler,LC,2016,NULL,2.3378210,22721667,Setophaga magnolia,NULL,NULL
1000,Setophaga_tigrina,Approved,Aves,Passeriformes,Parulidae,Setophaga,tigrina,NULL,"(Gmelin, 1789)",Cape may warbler,LC,2016,NULL,2.3378210,22721670,Setophaga tigrina,NULL,NULL
1001,Setophaga_caerulescens,Approved,Aves,Passeriformes,Parulidae,Setophaga,caerulescens,NULL,"(Gmelin, 1789)",Black-throated blue warbler,LC,2018,NULL,2.3378210,22721673,Setophaga caerulescens,NULL,NULL
1002,Setophaga_coronata,Approved,Aves,Passeriformes,Parulidae,Setophaga,coronata,NULL,"(Linnaeus, 1766)",Myrtle warbler,LC,2016,NULL,2.3378210,103798425,Setophaga coronata,NULL,NULL
1003,Setophaga_nigrescens,Approved,Aves,Passeriformes,Parulidae,Setophaga,nigrescens,NULL,"(Townsend, 1837)",Black-throated grey warbler,LC,2016,NULL,2.3378210,22721679,Setophaga nigrescens,NULL,NULL
1004,Setophaga_virens,Approved,Aves,Passeriformes,Parulidae,Setophaga,virens,NULL,"(Gmelin, 1789)",Black-throated green warbler,LC,2018,NULL,2.3378210,22721689,Setophaga virens,NULL,NULL
1005,Setophaga_townsendi,Approved,Aves,Passeriformes,Parulidae,Setophaga,townsendi,NULL,"(Townsend, 1837)",Townsend's warbler,LC,2016,NULL,2.3378210,22721683,Setophaga townsendi,NULL,NULL
1006,Setophaga_occidentalis,Approved,Aves,Passeriformes,Parulidae,Setophaga,occidentalis,NULL,"(Townsend, 1837)",Hermit warbler,LC,2018,NULL,2.3378210,22721686,Setophaga occidentalis,NULL,NULL
1007,Setophaga_fusca,Approved,Aves,Passeriformes,Parulidae,Setophaga,fusca,NULL,"(Müller, 1776)",Blackburnian warbler,LC,2016,NULL,2.3378210,22721695,Setophaga fusca,NULL,NULL
1008,Setophaga_dominica,Approved,Aves,Passeriformes,Parulidae,Setophaga,dominica,NULL,"(Linnaeus, 1766)",Yellow-throated warbler,LC,2018,NULL,2.3378210,22724793,Setophaga dominica,NULL,NULL
1009,Setophaga_graciae,Approved,Aves,Passeriformes,Parulidae,Setophaga,graciae,NULL,"Baird, 1865",Grace's warbler,LC,2016,NULL,2.3378210,22721708,Setophaga graciae,NULL,NULL
1010,Setophaga_pinus,Approved,Aves,Passeriformes,Parulidae,Setophaga,pinus,NULL,"(Linnaeus, 1766)",Pine warbler,LC,2016,NULL,2.3378210,22721719,Setophaga pinus,NULL,NULL
1011,Setophaga_discolor,Approved,Aves,Passeriformes,Parulidae,Setophaga,discolor,NULL,"(Vieillot, 1809)",Prairie warbler,LC,2016,NULL,2.3378210,22721725,Setophaga discolor,NULL,NULL
1012,Setophaga_palmarum,Approved,Aves,Passeriformes,Parulidae,Setophaga,palmarum,"","(Gmelin, 1789)",Palm warbler,LC,2018,NULL,2.3378210,22721731,Setophaga palmarum,NULL,NULL
1013,Setophaga_castanea,Approved,Aves,Passeriformes,Parulidae,Setophaga,castanea,NULL,"(Wilson, 1810)",Bay-breasted warbler,LC,2018,NULL,2.3378210,22721734,Setophaga castanea,NULL,NULL
1014,Setophaga_striata,Approved,Aves,Passeriformes,Parulidae,Setophaga,striata,NULL,"(Forster, 1772)",Blackpoll warbler,NT,2018,A2ac+3c+4ac,2.3378210,22721737,Setophaga striata,NULL,NULL
1015,Setophaga_cerulea,Approved,Aves,Passeriformes,Parulidae,Setophaga,cerulea,"","(Wilson, 1810)",Cerulean warbler,VU,2018,A2ac+3c+4c,2.3378210,22721740,Setophaga cerulea,NULL,NULL
1016,Mniotilta_varia,Approved,Aves,Passeriformes,Parulidae,Mniotilta,varia,NULL,"(Linnaeus, 1766)",Black-and-white warbler,LC,2016,NULL,5.5696480,22721758,Mniotilta varia,NULL,NULL
1017,Setophaga_ruticilla,Approved,Aves,Passeriformes,Parulidae,Setophaga,ruticilla,NULL,"(Linnaeus, 1758)",American redstart,LC,2016,NULL,2.3378210,22721762,Setophaga ruticilla,NULL,NULL
1018,Protonotaria_citrea,Approved,Aves,Passeriformes,Parulidae,Protonotaria,citrea,"","(Boddaert, 1783)",Prothonotary warbler,LC,2016,NULL,5.6275700,22721765,Protonotaria citrea,NULL,NULL
1019,Helmitheros_vermivorum,Approved,Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,NULL,"(Gmelin, 1789)",Worm-eating warbler,LC,2016,NULL,6.6264670,22721768,Helmitheros vermivorum,NULL,NULL
1020,Limnothlypis_swainsonii,Approved,Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,NULL,"(Audubon, 1834)",Swainson's warbler,LC,2018,NULL,5.6201030,22721776,Limnothlypis swainsonii,NULL,NULL
1021,Seiurus_aurocapilla,Approved,Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,NULL,"(Linnaeus, 1766)",Ovenbird,LC,2018,NULL,7.0816600,22721779,Seiurus aurocapilla,NULL,NULL
1022,Parkesia_noveboracensis,Approved,Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,NULL,"(Gmelin, 1789)",Northern waterthrush,LC,2016,NULL,4.7074860,22721793,Parkesia noveboracensis,NULL,NULL
1023,Parkesia_motacilla,Approved,Aves,Passeriformes,Parulidae,Parkesia,motacilla,NULL,"(Vieillot, 1809)",Louisiana waterthrush,LC,2016,NULL,4.1529710,22721803,Parkesia motacilla,NULL,NULL
1024,Geothlypis_formosa,Approved,Aves,Passeriformes,Parulidae,Geothlypis,formosa,NULL,"(Wilson, 1811)",Kentucky warbler,LC,2016,NULL,2.1939320,22721812,Geothlypis formosa,NULL,NULL
1025,Oporornis_agilis,Approved,Aves,Passeriformes,Parulidae,Oporornis,agilis,NULL,"(Wilson, 1812)",Connecticut warbler,LC,2016,NULL,3.7545120,22721818,Oporornis agilis,NULL,NULL
1026,Geothlypis_philadelphia,Approved,Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,NULL,"(Wilson, 1810)",Mourning warbler,LC,2016,NULL,2.1939320,22721824,Geothlypis philadelphia,NULL,NULL
1027,Geothlypis_tolmiei,Approved,Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,NULL,"(Townsend, 1839)",Macgillivray's warbler,LC,2018,NULL,2.1939320,22721830,Geothlypis tolmiei,NULL,NULL
1028,Geothlypis_trichas,Approved,Aves,Passeriformes,Parulidae,Geothlypis,trichas,NULL,"(Linnaeus, 1766)",Common yellowthroat,LC,2016,NULL,1.3288070,22721836,Geothlypis trichas,NULL,NULL
1029,Setophaga_citrina,Approved,Aves,Passeriformes,Parulidae,Setophaga,citrina,NULL,"(Boddaert, 1783)",Hooded warbler,LC,2016,NULL,2.3378210,22721876,Setophaga citrina,NULL,NULL
1030,Cardellina_pusilla,Approved,Aves,Passeriformes,Parulidae,Cardellina,pusilla,NULL,"(Wilson, 1811)",Wilson's warbler,LC,2016,NULL,2.4236640,22721879,Cardellina pusilla,NULL,NULL
1031,Cardellina_canadensis,Approved,Aves,Passeriformes,Parulidae,Cardellina,canadensis,NULL,"(Linnaeus, 1766)",Canada warbler,LC,2016,NULL,2.4236640,22721882,Cardellina canadensis,NULL,NULL
1032,Icteria_virens,Approved,Aves,Passeriformes,Icteridae,Icteria,virens,NULL,"(Linnaeus, 1758)",Yellow-breasted chat,LC,2018,NULL,9.6258360,22722057,Icteria virens,NULL,NULL
1033,Piranga_flava,Approved,Aves,Passeriformes,Cardinalidae,Piranga,flava,NULL,"(Vieillot, 1822)",Red tanager,LC,2016,NULL,6.8618280,103811599,Piranga flava,NULL,NULL
1034,Piranga_rubra,Approved,Aves,Passeriformes,Cardinalidae,Piranga,rubra,NULL,"(Linnaeus, 1758)",Summer tanager,LC,2016,NULL,7.3724950,22722456,Piranga rubra,NULL,NULL
1035,Piranga_olivacea,Approved,Aves,Passeriformes,Cardinalidae,Piranga,olivacea,NULL,"(Gmelin, 1789)",Scarlet tanager,LC,2016,NULL,5.3248940,22722466,Piranga olivacea,NULL,NULL
1036,Piranga_ludoviciana,Approved,Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,NULL,"(Wilson, 1811)",Western tanager,LC,2016,NULL,5.2908730,22722471,Piranga ludoviciana,NULL,NULL
1037,Arremonops_rufivirgatus,Approved,Aves,Passeriformes,Passerellidae,Arremonops,rufivirgatus,NULL,"(Lawrence, 1851)",Olive sparrow,LC,2018,NULL,5.1397980,22721392,Arremonops rufivirgatus,NULL,NULL
1038,Pipilo_chlorurus,Approved,Aves,Passeriformes,Passerellidae,Pipilo,chlorurus,NULL,"(Audubon, 1839)",Green-tailed towhee,LC,2016,NULL,3.9849600,22721304,Pipilo chlorurus,NULL,NULL
1039,Pipilo_maculatus,Approved,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,NULL,"Swainson, 1827",Spotted towhee,LC,2016,NULL,2.9064660,103772680,Pipilo maculatus,NULL,NULL
1040,Pipilo_erythrophthalmus,Approved,Aves,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,NULL,"(Linnaeus, 1758)",Eastern towhee,LC,2016,NULL,2.9068690,22721310,Pipilo erythrophthalmus,NULL,NULL
1041,Melozone_fusca,Approved,Aves,Passeriformes,Passerellidae,Melozone,fusca,NULL,"(Swainson, 1827)",Canyon towhee,LC,2018,NULL,3.8393190,22721331,Melozone fusca,NULL,NULL
1042,Melozone_crissalis,Approved,Aves,Passeriformes,Passerellidae,Melozone,crissalis,NULL,"(Vigors, 1839)",California towhee,LC,2016,NULL,3.3332190,22721323,Melozone crissalis,NULL,NULL
1043,Melozone_aberti,Approved,Aves,Passeriformes,Passerellidae,Melozone,aberti,NULL,"(Baird, 1852)",Abert's towhee,LC,2016,NULL,3.3321930,22721315,Melozone aberti,NULL,NULL
1044,Peucaea_cassinii,Approved,Aves,Passeriformes,Passerellidae,Peucaea,cassinii,NULL,"(Woodhouse, 1852)",Cassin's sparrow,LC,2016,NULL,5.5111550,22721272,Peucaea cassinii,NULL,NULL
1045,Peucaea_aestivalis,Approved,Aves,Passeriformes,Passerellidae,Peucaea,aestivalis,NULL,"(Lichtenstein, 1823)",Bachman's sparrow,NT,2018,A2ac+3c+4ac,5.5111550,22721256,Peucaea aestivalis,NULL,NULL
1046,Aimophila_ruficeps,Approved,Aves,Passeriformes,Passerellidae,Aimophila,ruficeps,NULL,"(Cassin, 1852)",Rufous-crowned sparrow,LC,2018,NULL,5.0515100,22721288,Aimophila ruficeps,NULL,NULL
1047,Spizella_passerina,Approved,Aves,Passeriformes,Passerellidae,Spizella,passerina,NULL,"(Bechstein, 1798)",Chipping sparrow,LC,2018,NULL,4.8314460,22721162,Spizella passerina,NULL,NULL
1048,Spizella_pallida,Approved,Aves,Passeriformes,Passerellidae,Spizella,pallida,NULL,"(Swainson, 1832)",Clay-colored sparrow,LC,2016,NULL,4.8319530,22721165,Spizella pallida,NULL,NULL
1049,Spizella_breweri,Approved,Aves,Passeriformes,Passerellidae,Spizella,breweri,NULL,"Cassin, 1856",Brewer's sparrow,LC,2018,NULL,4.8102220,22734705,Spizella breweri,NULL,NULL
1050,Spizella_pusilla,Approved,Aves,Passeriformes,Passerellidae,Spizella,pusilla,NULL,"(Wilson, 1810)",Field sparrow,LC,2016,NULL,4.7545440,22721179,Spizella pusilla,NULL,NULL
1051,Spizella_atrogularis,Approved,Aves,Passeriformes,Passerellidae,Spizella,atrogularis,NULL,"(Cabanis, 1851)",Black-chinned sparrow,LC,2016,NULL,6.8004960,22721185,Spizella atrogularis,NULL,NULL
1052,Pooecetes_gramineus,Approved,Aves,Passeriformes,Passerellidae,Pooecetes,gramineus,NULL,"(Gmelin, 1789)",Vesper sparrow,LC,2016,NULL,6.7257850,22721188,Pooecetes gramineus,NULL,NULL
1053,Chondestes_grammacus,Approved,Aves,Passeriformes,Passerellidae,Chondestes,grammacus,NULL,"(Say, 1823)",Lark sparrow,LC,2016,NULL,2.9022840,22721191,Chondestes grammacus,NULL,NULL
1054,Amphispiza_bilineata,Approved,Aves,Passeriformes,Passerellidae,Amphispiza,bilineata,NULL,"(Cassin, 1850)",Black-throated sparrow,LC,2018,NULL,9.3996060,22721194,Amphispiza bilineata,NULL,NULL
1055,Artemisiospiza_belli,Approved,Aves,Passeriformes,Passerellidae,Artemisiospiza,belli,NULL,"(Cassin, 1850)",Bell's sparrow,LC,2016,NULL,7.3798090,103780113,Artemisiospiza belli,NULL,NULL
1056,Calamospiza_melanocorys,Approved,Aves,Passeriformes,Passerellidae,Calamospiza,melanocorys,NULL,"Stejneger, 1885",Lark bunting,LC,2018,NULL,5.0392230,22721049,Calamospiza melanocorys,NULL,NULL
1057,Passerculus_sandwichensis,Approved,Aves,Passeriformes,Passerellidae,Passerculus,sandwichensis,"","(Gmelin, 1789)",Savannah sparrow,LC,2016,NULL,3.8264090,103780243,Passerculus sandwichensis,NULL,NULL
1058,Ammodramus_savannarum,Approved,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,NULL,"(Gmelin, 1789)",Grasshopper sparrow,LC,2018,NULL,6.5442780,22721144,Ammodramus savannarum,NULL,NULL
1059,Passerculus_bairdii,Approved,Aves,Passeriformes,Passerellidae,Passerculus,bairdii,NULL,"(Audubon, 1844)",Baird's sparrow,LC,2016,NULL,3.8264090,22721141,Passerculus bairdii,NULL,NULL
1060,Passerculus_henslowii,Approved,Aves,Passeriformes,Passerellidae,Passerculus,henslowii,"","(Audubon, 1829)",Henslow's sparrow,LC,2018,NULL,3.8264090,22721138,Passerculus henslowii,NULL,NULL
1061,Ammospiza_leconteii,Approved,Aves,Passeriformes,Passerellidae,Ammospiza,leconteii,NULL,"(Audubon, 1843)",Le Conte's sparrow,LC,2016,NULL,7.3798090,22721135,Ammospiza leconteii,NULL,NULL
1062,Ammospiza_nelsoni,Approved,Aves,Passeriformes,Passerellidae,Ammospiza,nelsoni,NULL,"Allen, 1875",Nelson's sparrow,LC,2018,NULL,7.3798090,22728393,Ammospiza nelsoni,NULL,NULL
1063,Ammospiza_maritima,Approved,Aves,Passeriformes,Passerellidae,Ammospiza,maritima,NULL,"(Wilson, 1811)",Seaside sparrow,LC,2018,NULL,7.3798090,22721123,Ammospiza maritima,NULL,NULL
1064,Passerella_iliaca,Approved,Aves,Passeriformes,Passerellidae,Passerella,iliaca,"","(Merrem, 1786)",Red fox-sparrow,LC,2016,NULL,4.6219940,103779110,Passerella iliaca,NULL,NULL
1065,Melospiza_melodia,Approved,Aves,Passeriformes,Passerellidae,Melospiza,melodia,NULL,"(Wilson, 1810)",Song sparrow,LC,2016,NULL,3.9963030,22721058,Melospiza melodia,NULL,NULL
1066,Melospiza_lincolnii,Approved,Aves,Passeriformes,Passerellidae,Melospiza,lincolnii,NULL,"(Audubon, 1834)",Lincoln's sparrow,LC,2016,NULL,3.4454290,22721064,Melospiza lincolnii,NULL,NULL
1067,Melospiza_georgiana,Approved,Aves,Passeriformes,Passerellidae,Melospiza,georgiana,NULL,"(Latham, 1790)",Swamp sparrow,LC,2018,NULL,3.4454290,22721070,Melospiza georgiana,NULL,NULL
1068,Zonotrichia_albicollis,Approved,Aves,Passeriformes,Passerellidae,Zonotrichia,albicollis,NULL,"(Gmelin, 1789)",White-throated sparrow,LC,2018,NULL,3.2092180,22721085,Zonotrichia albicollis,NULL,NULL
1069,Zonotrichia_leucophrys,Approved,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,"","(Forster, 1772)",White-crowned sparrow,LC,2016,NULL,2.6312590,22721088,Zonotrichia leucophrys,NULL,NULL
1070,Junco_hyemalis,Approved,Aves,Passeriformes,Passerellidae,Junco,hyemalis,NULL,"(Linnaeus, 1758)",Dark-eyed junco,LC,2016,NULL,2.5548240,22721097,Junco hyemalis,NULL,NULL
1071,Rhynchophanes_mccownii,Approved,Aves,Passeriformes,Calcariidae,Rhynchophanes,mccownii,NULL,"(Lawrence, 1851)",Mccown's longspur,LC,2016,NULL,15.3108300,22721025,Rhynchophanes mccownii,NULL,NULL
1072,Calcarius_ornatus,Approved,Aves,Passeriformes,Calcariidae,Calcarius,ornatus,NULL,"(Townsend, 1837)",Chestnut-collared longspur,VU,2017,A2bc+3bc+4bc,10.5333300,22721040,Calcarius ornatus,NULL,NULL
1073,Cardinalis_cardinalis,Approved,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,NULL,"(Linnaeus, 1758)",Northern cardinal,LC,2018,NULL,7.0262130,22723819,Cardinalis cardinalis,NULL,NULL
1074,Cardinalis_sinuatus,Approved,Aves,Passeriformes,Cardinalidae,Cardinalis,sinuatus,NULL,"Bonaparte, 1838",Pyrrhuloxia,LC,2016,NULL,7.7589040,22723825,Cardinalis sinuatus,NULL,NULL
1075,Pheucticus_ludovicianus,Approved,Aves,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,NULL,"(Linnaeus, 1766)",Rose-breasted grosbeak,LC,2018,NULL,5.3551390,22723813,Pheucticus ludovicianus,NULL,NULL
1076,Pheucticus_melanocephalus,Approved,Aves,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,NULL,"Swainson, 1827",Black-headed grosbeak,LC,2016,NULL,5.3372750,22723816,Pheucticus melanocephalus,NULL,NULL
1077,Passerina_caerulea,Approved,Aves,Passeriformes,Cardinalidae,Passerina,caerulea,NULL,"(Linnaeus, 1758)",Blue grosbeak,LC,2018,NULL,6.4263460,22723939,Passerina caerulea,NULL,NULL
1078,Passerina_amoena,Approved,Aves,Passeriformes,Cardinalidae,Passerina,amoena,NULL,"(Say, 1823)",Lazuli bunting,LC,2016,NULL,6.4263460,22723948,Passerina amoena,NULL,NULL
1079,Passerina_cyanea,Approved,Aves,Passeriformes,Cardinalidae,Passerina,cyanea,NULL,"(Linnaeus, 1766)",Indigo bunting,LC,2018,NULL,7.9168640,22723951,Passerina cyanea,NULL,NULL
1080,Passerina_ciris,Approved,Aves,Passeriformes,Cardinalidae,Passerina,ciris,NULL,"(Linnaeus, 1758)",Painted bunting,LC,2018,NULL,5.0628210,22723957,Passerina ciris,NULL,NULL
1081,Spiza_americana,Approved,Aves,Passeriformes,Cardinalidae,Spiza,americana,"","(Gmelin, 1789)",Dickcissel,LC,2016,NULL,9.5332970,22723796,Spiza americana,NULL,NULL
1082,Dolichonyx_oryzivorus,Approved,Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,NULL,"(Linnaeus, 1758)",Bobolink,LC,2016,NULL,7.0987930,22724367,Dolichonyx oryzivorus,NULL,NULL
1083,Agelaius_phoeniceus,Approved,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,NULL,"(Linnaeus, 1766)",Red-winged blackbird,LC,2018,NULL,4.0660580,22724191,Agelaius phoeniceus,NULL,NULL
1084,Agelaius_tricolor,Approved,Aves,Passeriformes,Icteridae,Agelaius,tricolor,NULL,"(Audubon, 1837)",Tricolored blackbird,EN,2018,A2bc+3bc+4bc,4.2430490,22724196,Agelaius tricolor,NULL,NULL
1085,Sturnella_magna,Approved,Aves,Passeriformes,Icteridae,Sturnella,magna,NULL,"(Linnaeus, 1758)",Eastern meadowlark,NT,2018,A2ace+3ce+4ace,4.1403290,22735434,Sturnella magna,NULL,NULL
1086,Sturnella_neglecta,Approved,Aves,Passeriformes,Icteridae,Sturnella,neglecta,NULL,"Audubon, 1844",Western meadowlark,LC,2018,NULL,4.1516810,22724256,Sturnella neglecta,NULL,NULL
1087,Xanthocephalus_xanthocephalus,Approved,Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,NULL,"(Bonaparte, 1826)",Yellow-headed blackbird,LC,2016,NULL,7.1140690,22724169,Xanthocephalus xanthocephalus,NULL,NULL
1088,Euphagus_carolinus,Approved,Aves,Passeriformes,Icteridae,Euphagus,carolinus,NULL,"(Müller, 1776)",Rusty blackbird,VU,2018,A2cde+3cde+4cde,4.0849430,22724329,Euphagus carolinus,NULL,NULL
1089,Euphagus_cyanocephalus,Approved,Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,NULL,"(Wagler, 1829)",Brewer's blackbird,LC,2016,NULL,3.9130740,22724332,Euphagus cyanocephalus,NULL,NULL
